id,subfield,subfield_name,title,first_author,venue,year,tier,arxiv_id,doi,url,one_line_summary
V2-200,3,不规则采样时序(IMTS)/医疗时序,Neural Differential Equations for Continuous-Time Analysis,YongKyung Oh,arXiv preprint,2025,preprint,,10.1145/3746252.3761447,https://doi.org/10.1145/3746252.3761447,神经微分方程教程综述：系统梳理 NODE/NCDE/NSDE 理论与实践，面向不规则采样与缺失值的连续时间分析。
V2-201,3,不规则采样时序(IMTS)/医疗时序,KernelMatmul: Scaling Gaussian Processes to Large Time Series,Tilman Hoffbauer,arXiv preprint,2025,preprint,,10.1609/aaai.v39i16.33893,https://doi.org/10.1609/aaai.v39i16.33893,针对高斯过程立方复杂度的问题，提出 KernelMatmul：共轭梯度+稀疏近似实现线性时间与内存，扩展 GP 到大规模不规则多输出时序。
V2-202,4,时序基础模型(TSFM),Residual-Guided Multi-Resolution Refinement of Foundation Models: A Case Study in Drought Forecasting,Wentao Gao,ICML 2026,2026,CCF-A,2607.17507,,https://arxiv.org/abs/2607.17507,针对 TSFM 单次推理难以处理区域气候多尺度误差的问题，提出推理时残差引导多分辨率精化框架 RGMR，免更新骨干实现由粗到细校正。
V2-203,4,时序基础模型(TSFM),Lightweight Wrappers for Adapting Time Series Foundation Models to Regional Drought Forecasting,Wentao Gao,KDD 2026,2026,CCF-A,2607.17511,,https://arxiv.org/abs/2607.17511,针对专有权重 TSFM 无法微调的问题，提出黑盒轻量包装框架（平稳感知多分辨率残差 SMR² 等），推理时插件式增强冻结 TSFM 的区域预测。
V2-204,4,时序基础模型(TSFM),Zeus: Towards Tuning-Free Foundation Model for Time Series Analysis,Yisong Fu,ICML 2026,2026,CCF-A,2607.01918,,https://arxiv.org/abs/2607.01918,提出免调优统一 TSFM Zeus：点级 tokenization 的多尺度 U 形 Transformer + 多目标时间掩码 MOTM，无需任务微调即覆盖多种分析任务。
V2-205,4,时序基础模型(TSFM),"Evaluating Time Series Foundation Models for Electricity Price Forecasting: Contamination Risk, Distributional Shifts, and Covariate Dependence",Zhenghua Pan,ICML 2026,2026,CCF-A,2607.02623,,https://arxiv.org/abs/2607.02623,针对 TSFM 在协变量驱动非平稳场景泛化未知的问题，提出双数据集电价预测基准以规避污染风险，系统评估点/概率预测、尾部与价格尖峰表现。
V2-206,4,时序基础模型(TSFM),A Causal DAG Prior for Synthetic Time-Series Classification Datasets,Franco Martino O'Rourke,ICML 2026,2026,CCF-A,2606.21776,,https://arxiv.org/abs/2606.21776,针对 PFN 范式缺少多元时序分类合成先验的问题，提出因果 DAG 先验生成含跨模态因果结构的带标签 TSC 数据集，微调 TabPFN 验证有效。
V2-207,4,时序基础模型(TSFM),CloudCons: A Comprehensive End-to-End Benchmark for Cloud Resource Consolidation,Xiaobin Zhang,KDD 2026,2026,CCF-A,2606.13513,,https://arxiv.org/abs/2606.13513,针对 TSFM 决策效用未被验证的问题，提出云资源整合端到端基准 CloudCons，用华为云/Azure/Borg 负载评测预测模型的下游决策价值。
V2-208,4,时序基础模型(TSFM),"When to Trust, How to Distill: Multi-Foundation Model Guidance for Lightweight, Robust Scientific Time Series Forecasting",Rupasree Dey,KDD 2026,2026,CCF-A,2606.19363,,https://arxiv.org/abs/2606.19363,针对 TSFM 域失配且边缘部署算力受限的问题，提出门控不确定性感知多教师蒸馏框架 Guard，按实例路由最相关基础模型教师训练轻量预测器。
V2-209,4,时序基础模型(TSFM),Lost in the Non-convex Loss Landscape: How to Fine-tune the Large Time Series Model?,Xu Zhang,ICLR 2026,2026,CCF-A,2606.08578,,https://arxiv.org/abs/2606.08578,针对大时序模型损失景观病态导致直接微调过拟合的问题，提出平滑全量微调 SFF，用随机初始化辅助模型权重插值平滑损失景观。
V2-210,4,时序基础模型(TSFM),"Mix, Don't Pick: Why Synthetic Corpus Composition Matters for Time Series Foundation Model Pretraining",Aaryan Nagpal,ICML 2026,2026,CCF-A,2606.09912,,https://arxiv.org/abs/2606.09912,研究 TSFM 合成预训练语料的构成问题：发现生成器排名随架构不稳定，而等权混合所有生成器并组合真实数据可获最强预训练语料。
V2-211,4,时序基础模型(TSFM),Olivia: Harmonizing Time Series Foundation Models with Power Spectral Density,Jingru Fei,ICML 2026,2026,CCF-A,2605.17340,,https://arxiv.org/abs/2605.17340,针对跨域预训练数据异质性妨碍表示迁移的问题，提出 Harmonizer 模块，经归一化功率谱密度重塑谱结构以调和各数据集。
V2-212,4,时序基础模型(TSFM),FactoryNet: A Large-Scale Dataset toward Industrial Time-Series Foundation Models,Karim Othman,ICML 2026,2026,CCF-A,2605.09081,,https://arxiv.org/abs/2605.09081,提出首个工业时序通用预训练语料 FactoryNet（5100 万点、23k 任务执行），以 S-E-F-C 模式统一表征实现跨具身迁移与异常检测。
V2-213,4,时序基础模型(TSFM),Foundation Model for Cardiac Time Series via Masked Latent Attention,Moritz Vandenhirtz,ICLR 2026,2026,CCF-A,2603.26475,,https://arxiv.org/abs/2603.26475,针对 ECG 基础模型忽视导联间结构冗余的问题，提出潜在注意力掩码自编码器 LAMAE，自监督学习跨导联连接机制。
V2-214,4,时序基础模型(TSFM),Unlocking the Value of Text: Event-Driven Reasoning and Multi-Level Alignment for Time Series Forecasting,Siyuan Wang,ICLR 2026,2026,CCF-A,2603.15452,,https://arxiv.org/abs/2603.15452,针对多模态预测对文本利用不足的问题，提出 VoT：事件驱动推理结合 LLM 与外生文本，配历史上下文学习检索与多级对齐。
V2-215,4,时序基础模型(TSFM),Dissecting Chronos: Sparse Autoencoders Reveal Causal Feature Hierarchies in Time Series Foundation Models,Anurag Mishra,ICLR 2026,2026,CCF-A,2603.10071,,https://arxiv.org/abs/2603.10071,首次将稀疏自编码器用于 TSFM 可解释性：在 Chronos-T5-Large 上经 392 次消融证实特征因果相关，揭示深度依赖的特征层级。
V2-216,4,时序基础模型(TSFM),Assessing Electricity Demand Forecasting with Exogenous Data in Time Series Foundation Models,Wei Soon Cheong,AAAI 2026,2026,CCF-A,2602.05390,,https://arxiv.org/abs/2602.05390,系统评估 MOIRAI/MOMENT/TTM/ChronosX/Chronos-2 等 TSFM 利用外生特征做电力需求预测的能力，发现效果高度不稳定且常输给简单基线。
V2-217,4,时序基础模型(TSFM),Day-Ahead Electricity Price Forecasting for Volatile Markets Using Foundation Models with Regularization Strategy,Kritchanat Ponyuenyong,AAAI 2026,2026,CCF-A,2602.05430,,https://arxiv.org/abs/2602.05430,针对波动市场日前电价预测，提出尖峰正则化策略并系统评估 TTM/MOIRAI/MOMENT/TimesFM 等 TSFM 与传统模型。
V2-218,4,时序基础模型(TSFM),Multi-scale hypergraph meets LLMs: Aligning large language models for time series analysis,Zongjiang Shang,ICLR 2026,2026,CCF-A,2602.04369,,https://arxiv.org/abs/2602.04369,针对 LLM 对齐时序时忽略多尺度结构的问题，提出多尺度超图方法 MSH-LLM，配超边机制、跨模态对齐与提示混合。
V2-219,4,时序基础模型(TSFM),A Unified Shape-Aware Foundation Model for Time Series Classification,Zhen Liu,AAAI 2026,2026,CCF-A,2601.06429,10.48550/arXiv.2601.06429,https://arxiv.org/abs/2601.06429,针对时序基础模型忽视分类专属 shapelet 建模的问题，提出形状感知统一基础模型 UniShape，配形状感知适配器与原型预训练。
V2-220,4,时序基础模型(TSFM),Brain-Semantoks: Learning Semantic Tokens of Brain Dynamics with a Self-Distilled Foundation Model,Sam Gijsen,ICLR 2026,2026,CCF-A,2512.11582,,https://arxiv.org/abs/2512.11582,针对 fMRI 基础模型囿于低层重建目标的问题，提出 Brain-Semantoks 自蒸馏框架，用语义 tokenizer 聚合区域信号学习脑动态抽象表示。
V2-221,4,时序基础模型(TSFM),STAMP: Spatial-Temporal Adapter with Multi-Head Pooling,Brad Shook,NeurIPS 2025,2025,CCF-A,2511.10848,,https://arxiv.org/abs/2511.10848,提出时空适配器 STAMP：利用通用 TSFM 的单变量嵌入隐式建模 EEG 时空特性，性能可比 EEG 专属基础模型。
V2-222,4,时序基础模型(TSFM),Frequency Matters: When Time Series Foundation Models Fail Under Spectral Shift,Tianze Wang,NeurIPS 2025,2025,CCF-A,2511.05619,,https://arxiv.org/abs/2511.05619,揭示 TSFM 在谱漂移（下游主频与预训练失配）下系统性失效：工业玩家参与度预测与受控合成实验证明频率感知的重要性。
V2-223,4,时序基础模型(TSFM),Leveraging Generic Time Series Foundation Models for EEG Classification,Théo Gnassounou,NeurIPS 2025,2025,CCF-A,2510.27522,,https://arxiv.org/abs/2510.27522,评估通用时序基础模型（含纯合成预训练）在 EEG 运动想象与睡眠分期上的适用性，发现其稳定超越 EEGNet 与 CBraMod。
V2-224,4,时序基础模型(TSFM),SEMPO: Lightweight Foundation Models for Time Series Forecasting,Hui He,NeurIPS 2025,2025,CCF-A,2510.19710,10.48550/arXiv.2510.19710,https://arxiv.org/abs/2510.19710,针对 TSFM 体量大预训练贵的问题，提出轻量基础模型 SEMPO：能量感知谱分解+提示混合，小规模预训练即获强泛化。
V2-225,4,时序基础模型(TSFM),Synthetic Series-Symbol Data Generation for Time Series Foundation Models,Wenxuan Wang,NeurIPS 2025,2025,CCF-A,2510.08445,,https://arxiv.org/abs/2510.08445,受动力系统理论启发提出序列-符号配对数据生成机制，预训练基础模型 SymTime 以符号信息增强时序表示，缓解数据稀缺。
V2-226,4,时序基础模型(TSFM),Invariant Representation Learning for Source-Free Time Series Forecasting with LLM-Centric Proxy Denoising,Kangjia Yan,ICML 2026,2026,CCF-A,2510.05589,,https://arxiv.org/abs/2510.05589,针对源自由时序预测（无源数据的稀疏目标域适应），提出 TimeID，以 LLM 为中心的代理去噪与双分支不变解耦特征学习。
V2-227,4,时序基础模型(TSFM),Test-Time Efficient Pretrained Model Portfolios for Time Series Forecasting,Mert Kayaalp,ICLR 2026,2026,CCF-A,2510.06419,,https://arxiv.org/abs/2510.06419,针对单一大 TSFM 的替代方案，提出预训练小模型组合（portfolio）：经后训练造多样化专家再集成/选择，少参数即达大规模基准竞争力。
V2-228,4,时序基础模型(TSFM),How Foundational are Foundation Models for Time Series Forecasting?,Nouha Karaouli,NeurIPS 2025,2025,CCF-A,2510.00742,,https://arxiv.org/abs/2510.00742,质疑时序数据多样性是否适合基础模型范式：证明 TSFM 零样本能力强依赖预训练域，微调后相对小型专用模型收益不成比例。
V2-229,4,时序基础模型(TSFM),Uncovering Zero-Shot Generalization Gaps in Time-Series Foundation Models Using Real-World Videos,Lujun Li,AAAI 2026,2026,CCF-A,2509.26347,,https://arxiv.org/abs/2509.26347,提出从真实视频光流提取时序信号的基准 REAL-V-TSFM，揭示 TSFM 在常规基准表现强但在真实物理动态数据上零样本泛化受限。
V2-230,4,时序基础模型(TSFM),time2time: Causal Intervention in Hidden States to Simulate Rare Events in Time Series Foundation Models,Debdeep Sanyal,NeurIPS 2025,2025,CCF-A,2509.05801,,https://arxiv.org/abs/2509.05801,提出激活移植因果干预：将某事件（如股灾）隐状态统计矩注入前向传播以确定性操控 TSFM 预测，证明模型编码分级的事件严重性语义。
V2-231,4,时序基础模型(TSFM),ChronoGraph: A Real-World Graph-Based Multivariate Time Series Dataset,Adrian Catalin Lutu,NeurIPS 2025,2025,CCF-A,2509.04449,,https://arxiv.org/abs/2509.04449,发布图结构多元时序数据集 ChronoGraph：真实生产微服务的性能指标流+服务依赖图+专家标注事故窗口，支持预测与异常检测评测。
V2-232,4,时序基础模型(TSFM),FeDaL: Federated Dataset Learning for General Time Series Foundation Models,Shengchao Chen,ICLR 2026,2026,CCF-A,2508.04045,,https://arxiv.org/abs/2508.04045,针对数据集级异质性导致 TSFM 域偏差的问题，提出联邦数据集学习 FeDaL，配域偏差消除与全局偏差消除机制学习数据集无关表示。
V2-233,4,时序基础模型(TSFM),CauKer: Classification Time Series Foundation Models Can Be Pretrained on Synthetic Data,Shifeng Xie,ICLR 2026,2026,CCF-A,2508.02879,,https://arxiv.org/abs/2508.02879,提出 CauKer 合成数据生成算法：GP 核组合+结构因果模型生成因果一致的多样合成序列，实现分类 TSFM 的样本高效预训练并展现扩展律。
V2-234,4,时序基础模型(TSFM),Pre-training Time Series Models with Stock Data Customization,Mengyu Wang,KDD 2025,2025,CCF-A,2506.16746,10.1145/3711896.3737005,https://arxiv.org/abs/2506.16746,针对股票时序预训练未适配金融特性的问题，提出股票代码/板块分类与均线预测三个专用预训练任务及 SSPT 模型。
V2-235,4,时序基础模型(TSFM),Multi-Scale Finetuning for Encoder-based Time Series Foundation Models,Zhongzheng Qiao,NeurIPS 2025,2025,CCF-A,2506.14087,,https://arxiv.org/abs/2506.14087,针对 TSFM 朴素微调易过拟合的问题，从因果视角提出多尺度微调框架 MSFT，在微调中显式建模多采样尺度。
V2-236,4,时序基础模型(TSFM),LightGTS: A Lightweight General Time Series Forecasting Model,Yihang Wang,ICML 2025,2025,CCF-A,2506.06005,10.48550/arXiv.2506.06005,https://arxiv.org/abs/2506.06005,提出轻量通用预测模型 LightGTS：周期 tokenization 提取跨数据集一致周期模式+周期并行解码，小体量达强泛化。
V2-237,4,时序基础模型(TSFM),Less is More: Unlocking Specialization of Time Series Foundation Models via Structured Pruning,Lifan Zhao,NeurIPS 2025,2025,CCF-A,2505.23195,,https://arxiv.org/abs/2505.23195,发现 TSFM 计算存在固有稀疏冗余，提出结构化剪枝法将微调约束到任务相关的紧凑参数子空间以实现有效专化。
V2-238,4,时序基础模型(TSFM),In-Context Learning of Stochastic Differential Equations with Foundation Inference Models,Patrick Seifner,NeurIPS 2025,2025,CCF-A,2502.19049,10.52202/085713-5104,https://arxiv.org/abs/2502.19049,提出 SDE 基础推断模型 FIM-SDE，经摊销推断与神经算子实现从噪声时序零样本(在上下文)估计低维 SDE 的漂移与扩散函数。
V2-239,4,时序基础模型(TSFM),Lightweight Online Adaption for Time Series Foundation Model Forecasts,Thomas L. Lee,ICML 2025,2025,CCF-A,2502.12920,10.48550/arXiv.2502.12920,https://arxiv.org/abs/2502.12920,针对部署后 TSFM 无法在线适应的问题，提出轻量在线适应机制 ELF：ELF-Forecaster 学习当前分布+ELF-Weighter 融合两者预测。
